,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1695,Honda Amaze VX i-DTEC,2016,450000,85000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
1696,Maruti Vitara Brezza ZDi Plus,2016,750000,83000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
1697,Maruti Wagon R LXI Minor,2009,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5
1698,Mahindra Bolero 2011-2019 SLE,2014,500000,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
1699,Maruti Swift VDI,2012,380000,70000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5
1700,Maruti Alto LXi,2008,128000,19000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
1701,Honda City 1.5 S MT,2009,250000,68600,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5
1702,Honda City E,2012,560000,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5
1703,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,120000,160000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
1704,Maruti Celerio VXI,2016,400000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
1705,Maruti Alto K10 LXI,2012,200000,29500,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
1706,Maruti Alto 800 VXI,2016,300000,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
1707,Renault KWID RXL,2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
1708,Maruti Alto 800 LXI,2012,220000,100000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
1709,Chevrolet Aveo 1.4 LS,2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49,1399,92.7,5
1710,Hyundai i20 Sportz Option 1.4 CRDi,2016,595000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
1711,Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,680000,13500,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5
1712,Maruti Baleno Delta 1.2,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5
1713,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5
1714,Tata Aria Pure LX 4x2,2014,500000,90000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7
1715,Tata Tigor 1.05 Revotorq XM,2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5
1716,Hyundai EON Magna Plus,2018,325000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
1717,Maruti Baleno Delta 1.2,2018,550000,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
1718,Maruti Ciaz 1.4 Alpha,2018,720000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
1719,Hyundai Verna VTVT 1.6 SX,2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5
1720,Maruti Swift VDI,2013,350000,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
1721,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
1722,Maruti Swift Dzire VDi,2012,380000,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
1723,Hyundai Xcent 1.2 Kappa AT SX Option,2015,380000,50000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5
1724,Maruti Alto 800 VXI,2017,295000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
1725,Maruti Ciaz VDi Plus SHVS,2016,640000,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
1726,Tata Nexon 1.5 Revotorq XZ Plus,2018,790000,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
1727,Hyundai Verna 1.6 VTVT S Option,2015,625000,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5
1728,Ford EcoSport 1.5 Petrol Trend BSIV,2017,604000,30000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.36,5
1729,Mahindra XUV300 W6 Diesel BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5
1730,Maruti Wagon R VXI Plus Optional,2017,400000,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
1731,Hyundai i20 1.4 Magna AT,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5
1732,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,700000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
1733,Mahindra Verito 1.5 D4 BSIV,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5
1734,Tata Indigo CR4,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5
1735,Maruti Dzire VXI,2020,580000,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5
1736,Volkswagen Vento IPL II Diesel Trendline,2011,330000,66000,Diesel,Individual,Manual,Second Owner,20.5,1598,105.0,5
1737,Hyundai Verna Transform CRDi VGT SX ABS,2011,400000,70000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5
1738,Hyundai Creta 1.6 SX Automatic,2018,1350000,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5
1739,Mahindra Verito 1.5 D4 BSIV,2014,250000,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5
1740,Skoda Rapid 1.6 MPI Ambition BSIV,2019,725000,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,5
1741,Maruti Swift Dzire Tour LDI,2013,300000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
1742,Maruti 800 AC,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
1743,Mahindra XUV500 W10 2WD,2016,1175000,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
1744,Tata Indica Vista TDI LX,2014,400000,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5
1745,Tata Indigo LX,2005,140000,90000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5
1746,Ford Ikon 1.3 CLXi,2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5
1747,Volkswagen Jetta 2.0L TDI Highline AT,2011,550000,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.1,5
1748,Chevrolet Aveo U-VA 1.2 LS,2008,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5
1749,Maruti Omni E MPI STD BS IV,2017,265000,40000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,8
1750,Hyundai i20 1.2 Asta,2011,300000,138000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5
1751,Maruti Alto 800 LXI,2015,280000,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
1752,Hyundai Getz GLS,2005,130000,50000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5
1753,Chevrolet Sail 1.2 LS ABS,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
1754,Maruti Ritz VXi,2009,200000,120000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
1755,Maruti Swift VXI,2018,550000,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
1756,Mahindra Bolero 2011-2019 SLX,2013,400000,60000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
1757,Maruti Ritz VXi (ABS) BS IV,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5
1758,Hyundai Verna 1.4 CRDi,2015,600000,60000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5
1759,Maruti Alto LXi,2011,130000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
1760,Hyundai Santro Xing GL PLUS CNG,2007,120000,60000,CNG,Individual,Manual,Second Owner,19.3,1248,82.0,5
1761,Maruti 800 AC,2011,100000,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
1762,Maruti 800 AC,2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
1763,Hyundai i20 Magna,2010,200000,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5
1764,Maruti Swift VDI BSIV,2009,270000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
1765,Hyundai Xcent 1.1 CRDi S Option,2015,509999,90000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5
1766,Renault Duster 110PS Diesel RxZ,2014,409999,188000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
1767,Chevrolet Spark 1.0 LT,2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
1768,Maruti Alto 800 LXI,2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
1769,Maruti Swift VDI BSIV,2010,256999,150000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
1770,Maruti Vitara Brezza VDi Option,2017,775000,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
1771,Maruti Wagon R VXI BS IV,2017,420000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
1772,Hyundai Grand i10 Sportz Celebration Edition,2016,480000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
1773,Toyota Qualis GS G1,2003,200000,149032,Diesel,Individual,Manual,First Owner,19.3,1248,82.0,5
1774,Mahindra Bolero SLE,2010,260000,380000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
1775,Toyota Etios Liva G,2011,210000,84050,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
1776,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,600000,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5
1777,Maruti Omni 8 Seater BSII,2010,130000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,35.0,8
1778,Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5
1779,Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405,70.0,5
1780,Maruti Wagon R LX,2006,130000,80000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
1781,Chevrolet Beat LT,2012,141000,128000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
1782,Mahindra Bolero SLE BSIII,2011,280000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
1783,Maruti SX4 ZXI AT Leather,2010,350000,30000,Petrol,Individual,Automatic,First Owner,12.6,1586,103.2,5
1784,Hyundai i20 Sportz Option 1.2,2015,550000,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
1785,Maruti Alto LX,2006,120000,30000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
1786,Maruti Alto K10 VXI,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
1787,Maruti SX4 Zxi BSIII,2010,300000,22000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5
1788,Maruti Wagon R VXI,2006,250000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
1789,Maruti Omni E 8 Str STD,2005,120000,100000,Petrol,Individual,Manual,Second Owner,19.3,1248,82.0,5
1790,Mahindra Scorpio 2.6 CRDe,2005,151000,200000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,8
1791,Tata Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7
1792,Maruti Ignis 1.2 Zeta BSIV,2019,577000,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
1793,Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
1794,Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
1795,Honda Jazz VX CVT,2019,840000,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5
1796,Volkswagen Vento 1.5 TDI Highline,2017,900000,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
1797,Honda Jazz 1.2 V i VTEC,2017,650000,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
1798,Honda Jazz 1.5 VX i DTEC,2016,650000,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5
1799,Volkswagen Polo 1.5 TDI Comfortline,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5
1800,Maruti Swift Ldi BSIII,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5
1801,Mahindra Quanto C4,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7
1802,Chevrolet Beat Diesel LT,2014,185000,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5
1803,Toyota Innova 2.5 G (Diesel) 8 Seater,2016,1000000,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
1804,Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5
1805,Hyundai i10 Sportz,2009,150000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
1806,Maruti Ertiga VDI,2013,600000,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
1807,Maruti Wagon R CNG LXI,2013,270000,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5
1808,Maruti Zen LXi - BS III,2005,60000,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5
1809,Maruti SX4 Zxi with Leather BSIII,2008,150000,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5
1810,Maruti Swift VDI,2013,525000,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
1811,Tata Indica V2 eLX,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5
1812,Hyundai i20 1.2 Sportz,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
1813,Hyundai i20 1.2 Sportz,2011,300000,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
1814,Fiat Linea 1.3 Active,2011,250000,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5
1815,Maruti Ertiga VXI Petrol,2018,700000,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7
1816,Maruti Celerio X ZXI,2020,250000,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5
1817,Maruti Wagon R LXI BS IV,2016,350000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
1818,Maruti Omni 5 Str STD,1998,80000,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5
1819,Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7
1820,Hyundai Santro Xing XG,2004,70000,158000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
1821,Chevrolet Spark 1.0 LS,2007,90000,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5
1822,Chevrolet Tavera Neo 3 10 Seats BSIII,2014,600000,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
1823,Maruti Alto LX,2007,135000,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
1824,Hyundai Accent GLE,2005,150000,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5
1825,Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5
1826,Maruti Swift Dzire VXi,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
1827,Tata Indigo eCS LX BSIV,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
1828,Honda Amaze S i-Dtech,2013,310000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
1829,Hyundai i10 Magna,2008,220000,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
1830,Maruti Swift Vdi BSIII,2008,195000,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5
1831,Hyundai i20 Active 1.2 S,2015,650000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
1832,Hyundai i20 1.2 Magna,2011,350000,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5
1833,Hyundai i20 Asta 1.2,2013,360000,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5
1834,Hyundai Elantra SX,2013,550000,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5
1835,Hyundai Grand i10 Sportz,2016,490000,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
1836,Maruti Alto LXi,2011,195000,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
1837,Tata Tiago 1.2 Revotron XZ,2019,459999,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
1838,Maruti Alto 800 LXI,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
1839,Maruti Swift Dzire VDI,2018,680000,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
1840,Maruti Swift Dzire ZXI,2015,600000,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
1841,Maruti Swift ZXI Plus,2018,720000,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
1842,Maruti Swift VDI BSIV,2011,295000,50000,Diesel,Individual,Manual,First Owner,19.3,1248,82.0,5
1843,Renault KWID RXT Optional,2016,356000,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
1844,Hyundai i10 Era,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
1845,Ford Freestyle Titanium Diesel BSIV,2019,725000,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5
1846,Renault KWID RXT,2015,300000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
1847,Hyundai i20 Sportz 1.2,2013,400000,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5
1848,Hyundai Verna 1.4 CX,2013,550000,50000,Diesel,Individual,Manual,First Owner,23.5,1396,88.7,5
1849,Maruti Wagon R PRIMEA,2006,120000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.0,5
1850,Mahindra Xylo D4 BSIV,2012,409999,100000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,8
1851,Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.1,5
1852,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
1853,Maruti Swift VXI,2019,610000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
1854,Ford Ecosport 1.5 DV5 MT Trend,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5
1855,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,5
1856,Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,5
1857,Ford Figo Diesel Titanium,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,5
1858,Ford Figo 1.5D Trend MT,2017,500000,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5
1859,Maruti Swift Dzire AMT VXI,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197,81.8,5
1860,Maruti Wagon R LXI BS IV,2012,265000,67998,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5
1861,Ford Freestyle Trend Diesel,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,5
1862,Renault Duster 85PS Diesel RxE Adventure,2015,600000,67303,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5
1863,Maruti Ritz VXi,2013,340000,79139,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,5
1864,Hyundai Grand i10 CRDi Sportz,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120,70.0,5
1865,Maruti Ritz LDi,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,5
1866,Tata Safari DICOR 2.2 EX 4x2,2017,625000,72000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7
1867,Hyundai Verna CRDi SX,2008,245000,127000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5
1868,Maruti Swift VDI BSIV,2014,395000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5
1869,Fiat Punto 1.3 Emotion,2010,190000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
1870,Hyundai Xcent 1.1 CRDi S,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5
1871,Toyota Etios GD,2012,450000,148000,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
1872,Maruti Ertiga SHVS VDI,2018,955000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
1873,Maruti Swift Dzire VDI,2013,525000,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
1874,Tata Tigor 1.2 Revotron XZ Option,2017,550000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5
1875,Tata Indica Vista TDI LX,2014,200000,120000,Diesel,Individual,Manual,Second Owner,19.1,1405,70.0,5
1876,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,500000,15000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
1877,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,825000,33500,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
1878,Mahindra Quanto C6,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7
1879,Toyota Etios Cross 1.2L G,2015,600000,10000,Petrol,Individual,Manual,First Owner,18.16,1197,78.8,5
1880,Mahindra Scorpio S7 120,2018,1325000,22053,Diesel,Individual,Manual,First Owner,16.36,2179,120.0,7
1881,Chevrolet Optra Magnum 2.0 LS,2011,415000,78432,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5
1882,Hyundai Santa Fe 4X4,2011,825000,125000,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,7
1883,Honda Brio V MT,2012,310000,50000,Petrol,Individual,Manual,Second Owner,19.4,1198,86.8,5
1884,Tata Tiago 1.2 Revotron XZ,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
1885,Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5
1886,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
1887,Hyundai EON Era Plus,2014,200000,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
1888,Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,5
1889,Maruti Baleno LXI,2005,50000,90000,Petrol,Individual,Manual,Second Owner,15.4,1590,94.0,5
1890,Chevrolet Captiva 2.2 LTZ AWD,2012,700000,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231,184.0,7
1891,Tata Bolt Quadrajet XE,2019,660000,35000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
1892,Honda City i VTEC V,2015,630000,117500,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5
1893,Mahindra XUV500 W8 2WD,2012,950000,78500,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
1894,Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
1895,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,Petrol,Individual,Manual,First Owner,18.12,1196,86.8,5
1896,Hyundai Verna 1.6 SX,2012,450000,60000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
1897,Datsun RediGO 1.0 T Option,2019,390000,10000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5
1898,Ford Ikon 1.6 Nxt,2009,180000,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92.0,5
1899,Honda City 2017-2020 GXi,2006,270000,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5
1900,Maruti 800 DX,1997,60000,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4
1901,Hyundai Verna 1.6 Xi ABS,2006,170000,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5
